"tokenOrValue","tokenType","filePath","officialMappingStatus","rtlImpact","notes"
"#5694","Hex colour","src/shared/premium-paths.ts","Not yet mapped to approved UAE Design System token","Requires review","Static extraction only"
"#3734","Hex colour","src/shared/premium-paths.ts","Not yet mapped to approved UAE Design System token","Requires review","Static extraction only"
"#3768","Hex colour","src/shared/premium-paths.ts","Not yet mapped to approved UAE Design System token","Requires review","Static extraction only"
"#3723","Hex colour","src/shared/premium-paths.ts","Not yet mapped to approved UAE Design System token","Requires review","Static extraction only"
"#3797","Hex colour","src/shared/premium-paths.ts","Not yet mapped to approved UAE Design System token","Requires review","Static extraction only"
"#5300","Hex colour","src/shared/public-rpc-cache.ts","Not yet mapped to approved UAE Design System token","Requires review","Static extraction only"
"#5285","Hex colour","src/shared/public-rpc-cache.ts","Not yet mapped to approved UAE Design System token","Requires review","Static extraction only"
"var(--mono-font, 'JetBrains Mono', monospace)","Font family declaration","src/styles/country-deep-dive.css","Not yet mapped to approved UAE Design System token","Requires review","Static extraction only"
"#f59e0b","Hex colour","src/styles/country-deep-dive.css","Not yet mapped to approved UAE Design System token","Requires review","Static extraction only"
"#0a0a0a","Hex colour","src/styles/country-deep-dive.css","Not yet mapped to approved UAE Design System token","Requires review","Static extraction only"
"#22c55e","Hex colour","src/styles/country-deep-dive.css","Not yet mapped to approved UAE Design System token","Requires review","Static extraction only"
"#ef4444","Hex colour","src/styles/country-deep-dive.css","Not yet mapped to approved UAE Design System token","Requires review","Static extraction only"
"#84cc16","Hex colour","src/styles/country-deep-dive.css","Not yet mapped to approved UAE Design System token","Requires review","Static extraction only"
"#eab308","Hex colour","src/styles/country-deep-dive.css","Not yet mapped to approved UAE Design System token","Requires review","Static extraction only"
"#f97316","Hex colour","src/styles/country-deep-dive.css","Not yet mapped to approved UAE Design System token","Requires review","Static extraction only"
"#94a3b8","Hex colour","src/styles/country-deep-dive.css","Not yet mapped to approved UAE Design System token","Requires review","Static extraction only"
"#64748b","Hex colour","src/styles/country-deep-dive.css","Not yet mapped to approved UAE Design System token","Requires review","Static extraction only"
"#cbd5e1","Hex colour","src/styles/country-deep-dive.css","Not yet mapped to approved UAE Design System token","Requires review","Static extraction only"
"#e2e8f0","Hex colour","src/styles/country-deep-dive.css","Not yet mapped to approved UAE Design System token","Requires review","Static extraction only"
"#3b82f6","Hex colour","src/styles/country-deep-dive.css","Not yet mapped to approved UAE Design System token","Requires review","Static extraction only"
"#60a5fa","Hex colour","src/styles/country-deep-dive.css","Not yet mapped to approved UAE Design System token","Requires review","Static extraction only"
"#f87171","Hex colour","src/styles/country-deep-dive.css","Not yet mapped to approved UAE Design System token","Requires review","Static extraction only"
"#4ade80","Hex colour","src/styles/country-deep-dive.css","Not yet mapped to approved UAE Design System token","Requires review","Static extraction only"
"#475569","Hex colour","src/styles/country-deep-dive.css","Not yet mapped to approved UAE Design System token","Requires review","Static extraction only"
"#1a1a2e","Hex colour","src/styles/country-deep-dive.css","Not yet mapped to approved UAE Design System token","Requires review","Static extraction only"
"#fb923c","Hex colour","src/styles/country-deep-dive.css","Not yet mapped to approved UAE Design System token","Requires review","Static extraction only"
"#334155","Hex colour","src/styles/country-deep-dive.css","Not yet mapped to approved UAE Design System token","Requires review","Static extraction only"
"12px","Border radius","src/styles/country-deep-dive.css","Not yet mapped to approved UAE Design System token","Requires review","Static extraction only"
"6px","Border radius","src/styles/country-deep-dive.css","Not yet mapped to approved UAE Design System token","Requires review","Static extraction only"
"3px","Border radius","src/styles/country-deep-dive.css","Not yet mapped to approved UAE Design System token","Requires review","Static extraction only"
"8px","Border radius","src/styles/country-deep-dive.css","Not yet mapped to approved UAE Design System token","Requires review","Static extraction only"
"50%","Border radius","src/styles/country-deep-dive.css","Not yet mapped to approved UAE Design System token","Requires review","Static extraction only"
"999px","Border radius","src/styles/country-deep-dive.css","Not yet mapped to approved UAE Design System token","Requires review","Static extraction only"
"2px","Border radius","src/styles/country-deep-dive.css","Not yet mapped to approved UAE Design System token","Requires review","Static extraction only"
"0","Border radius","src/styles/country-deep-dive.css","Not yet mapped to approved UAE Design System token","Requires review","Static extraction only"
"4px","Border radius","src/styles/country-deep-dive.css","Not yet mapped to approved UAE Design System token","Requires review","Static extraction only"
"0 0 6px 6px","Border radius","src/styles/country-deep-dive.css","Not yet mapped to approved UAE Design System token","Requires review","Static extraction only"
"10px","Border radius","src/styles/country-deep-dive.css","Not yet mapped to approved UAE Design System token","Requires review","Static extraction only"
"#5ea7d7","Hex colour","src/styles/embed.css","Not yet mapped to approved UAE Design System token","Requires review","Static extraction only"
"#6da9cc","Hex colour","src/styles/embed.css","Not yet mapped to approved UAE Design System token","Requires review","Static extraction only"
"#06111f","Hex colour","src/styles/embed.css","Not yet mapped to approved UAE Design System token","Requires review","Static extraction only"
"#446f8a","Hex colour","src/styles/embed.css","Not yet mapped to approved UAE Design System token","Requires review","Static extraction only"
"50%","Border radius","src/styles/embed.css","Not yet mapped to approved UAE Design System token","Requires review","Static extraction only"
"4px","Border radius","src/styles/embed.css","Not yet mapped to approved UAE Design System token","Requires review","Static extraction only"
"6px","Border radius","src/styles/embed.css","Not yet mapped to approved UAE Design System token","Requires review","Static extraction only"
"--bg","CSS custom property","src/styles/happy-theme.css","Not yet mapped to approved UAE Design System token","Requires review","Static extraction only"
"--bg-secondary","CSS custom property","src/styles/happy-theme.css","Not yet mapped to approved UAE Design System token","Requires review","Static extraction only"
"--surface","CSS custom property","src/styles/happy-theme.css","Not yet mapped to approved UAE Design System token","Requires review","Static extraction only"
"--surface-hover","CSS custom property","src/styles/happy-theme.css","Not yet mapped to approved UAE Design System token","Requires review","Static extraction only"
"--surface-active","CSS custom property","src/styles/happy-theme.css","Not yet mapped to approved UAE Design System token","Requires review","Static extraction only"
"--border","CSS custom property","src/styles/happy-theme.css","Not yet mapped to approved UAE Design System token","Requires review","Static extraction only"
"--border-strong","CSS custom property","src/styles/happy-theme.css","Not yet mapped to approved UAE Design System token","Requires review","Static extraction only"
